user_id,total_filters,different_fields_used,days_active_filtering,most_used_field
RY512944,4,2,2,datumUitDienst
IC296180,4,2,1,medewerkerCode
RY788754,4,2,1,datumUitDienst
RW906518,4,2,1,datumUitDienst
RZ216573,4,2,1,medewerkerNaam
RQ519059,4,2,2,medewerkerNaam
RY108875,4,2,1,datumUitDienst
RY101440,4,2,2,datumUitDienst
RQ591021,4,3,1,datumUitDienst
RY451850,4,2,1,medewerkerNaam
RZ109298,4,2,2,medewerkerNaam
IC294394,4,2,2,datumUitDienst
RY457375,4,2,1,datumUitDienst
RZ211002,4,2,1,datumUitDienst
IC228352,4,2,2,medewerkerNaam
IC208287,4,1,2,medewerkerCode
RZ213930,4,2,1,datumUitDienst
IC238171,4,2,2,datumUitDienst
RX591777,4,2,1,medewerkerNaam
RX401009,4,2,1,datumUitDienst
RO1019479,4,2,1,medewerkerNaam
RX939451,4,3,2,datumUitDienst
IC151186,3,2,1,medewerkerNaam
RO1019677,3,2,2,medewerkerNaam
RY757533,3,2,1,medewerkerNaam
UA005388,3,3,1,datumUitDienst
RX559547,3,2,1,medewerkerNaam
RZ288168,3,2,1,datumUitDienst
IC134671,3,2,1,datumUitDienst
IC124103,3,2,1,medewerkerCode
RY647135,3,2,2,medewerkerNaam
RT337404,3,2,1,medewerkerNaam
RP733149,3,2,1,medewerkerNaam
RY785942,3,1,1,medewerkerCode
IC123981,3,1,1,datumUitDienst
RP385567,3,1,2,medewerkerNaam
RP432863,3,1,1,medewerkerCode
RY746287,3,2,1,datumUitDienst
RP401704,3,2,1,medewerkerNaam
RY989306,3,2,1,medewerkerCode
IC297237,3,2,1,medewerkerNaam
RV418433,3,2,1,datumUitDienst
RQ706101,3,2,1,medewerkerNaam
IC223780,3,2,2,medewerkerNaam
UA006711,3,3,2,datumUitDienst
IC282579,3,3,1,medewerkerCode
IC245842,3,1,1,medewerkerCode
RP828234,3,2,2,medewerkerNaam
RY823606,3,1,1,datumUitDienst
RZ146556,3,3,1,medewerkerGeboortedatum
RO354232,3,2,1,medewerkerNaam
RO812957,3,2,1,datumUitDienst
RX173799,3,2,2,medewerkerNaam
IC218086,3,3,1,afdelingCode
RZ205873,3,2,2,medewerkerCode
RY248767,2,2,1,medewerkerNaam
RY542929,2,2,1,datumUitDienst
RQ488764,2,2,1,datumUitDienst
RP643204,2,2,1,datumUitDienst
RT187332,2,2,1,datumUitDienst
RY867826,2,2,1,datumUitDienst
IC216627,2,1,1,datumUitDienst
RY622226,2,2,1,medewerkerNaam
RY825378,2,2,1,datumUitDienst
RQ522039,2,2,1,datumUitDienst
RY998635,2,2,1,medewerkerNaam
IC204068,2,2,1,medewerkerCode
IC120814,2,2,1,datumUitDienst
RO334624,2,2,1,datumUitDienst
RZ284344,2,2,1,datumUitDienst
RZ243056,2,2,1,medewerkerNaam
RW494398,2,2,1,datumUitDienst
IC292522,2,2,1,datumUitDienst
RO442929,2,2,1,datumUitDienst
RZ178730,2,2,1,medewerkerNaam
RZ148833,2,2,1,datumUitDienst
RQ462235,2,2,1,medewerkerNaam
IC217770,2,2,1,medewerkerNaam
UA007344,2,2,1,medewerkerNaam
IC100655,2,2,1,medewerkerNaam
RY954737,2,2,1,medewerkerNaam
RO685344,2,2,1,datumUitDienst
RZ313707,2,2,1,datumUitDienst
RP157984,2,2,1,medewerkerCode
RX929652,2,2,1,datumUitDienst
IC258587,2,2,1,datumUitDienst
RV785372,2,2,1,datumUitDienst
RZ248554,2,2,1,medewerkerNaam
RP930134,2,2,1,medewerkerNaam
RY1011120,2,2,1,medewerkerCode
RW911023,2,2,1,datumUitDienst
RT372156,2,2,1,datumUitDienst
RO938544,2,2,1,medewerkerNaam
RQ346970,2,2,1,datumUitDienst
IC282036,2,2,1,medewerkerNaam
RZ276243,2,2,1,medewerkerNaam
RS973719,2,2,1,medewerkerNaam
IC251325,2,2,1,datumUitDienst
RY542815,2,2,1,medewerkerCode
IC223332,2,2,1,datumUitDienst
IC204755,2,2,1,datumUitDienst
RZ289738,2,2,1,medewerkerNaam
RO614718,2,2,1,datumUitDienst
RP541309,2,2,1,datumUitDienst
IC121159,2,2,1,medewerkerNaam
RV918781,2,2,1,medewerkerNaam
RY967362,2,2,1,medewerkerNaam
IC216930,2,2,1,datumUitDienst
RQ457420,2,2,1,datumUitDienst
RY622335,2,2,1,datumUitDienst
IC238160,2,2,1,medewerkerCode
RY685478,2,2,1,medewerkerCode
IC259733,2,2,1,medewerkerCode
RQ524554,2,2,1,datumUitDienst
IC236289,2,2,1,datumUitDienst
IC120249,2,2,1,medewerkerNaam
IC132439,2,1,1,medewerkerNaam
RO371692,2,2,1,datumUitDienst
RS424802,2,2,1,medewerkerNaam
RX377426,2,2,1,medewerkerNaam
IC240256,2,2,1,datumUitDienst
RV666030,2,2,1,datumUitDienst
RY817812,2,2,1,datumUitDienst
RO685963,2,2,1,datumUitDienst
RY708757,2,2,1,medewerkerCode
IC217893,2,2,1,datumUitDienst
RX473472,2,2,1,datumUitDienst
UA005379,2,2,1,datumUitDienst
RZ306699,2,2,1,datumUitDienst
UA009182,2,2,1,datumUitDienst
RV379267,2,2,1,datumUitDienst
RQ472812,2,2,1,medewerkerNaam
RQ549533,2,2,1,medewerkerNaam
IC290546,2,2,1,datumUitDienst
RX636051,2,2,1,datumUitDienst
RY827969,2,2,1,medewerkerNaam
RV337825,2,2,1,medewerkerNaam
RQ513479,2,2,1,datumUitDienst
RQ493499,2,2,1,datumUitDienst
RO500397,2,2,1,medewerkerCode
RX486245,2,2,1,datumUitDienst
IC284153,2,2,1,datumUitDienst
RX814350,2,2,1,medewerkerCode
RV396348,2,2,1,datumUitDienst
RT340914,2,2,1,medewerkerNaam
RY664086,2,2,1,datumUitDienst
RY686394,2,2,1,medewerkerNaam
RP782779,2,2,1,medewerkerNaam
IC102680,2,2,1,medewerkerCode
IC204051,2,2,1,medewerkerCode
RQ516166,2,2,1,medewerkerNaam
RV821860,2,2,1,datumUitDienst
RP530657,2,2,1,datumUitDienst
RY665691,2,2,1,datumUitDienst
RY797614,2,2,1,datumUitDienst
IC240837,2,2,1,medewerkerNaam
RO752298,2,2,1,datumUitDienst
RQ522541,2,2,1,datumUitDienst
RQ523968,2,2,1,datumUitDienst
RO967642,2,2,1,datumUitDienst
UA010616,2,1,1,medewerkerCode
RQ462532,2,2,1,medewerkerNaam
RZ287644,2,2,1,datumUitDienst
IC295901,2,2,1,datumUitDienst
UA008446,2,2,1,medewerkerNaam
IC116402,2,2,1,medewerkerNaam
RO987604,2,2,1,datumUitDienst
IC230077,2,2,1,datumUitDienst
RY867828,2,2,1,medewerkerNaam
IC288999,2,2,1,medewerkerCode
RO974570,2,2,1,datumUitDienst
RY1000767,2,2,1,medewerkerNaam
RQ456529,2,2,1,medewerkerNaam
RW104561,2,2,1,datumUitDienst
RP452277,2,2,1,medewerkerCode
IC199787,2,2,1,datumUitDienst
RX492604,2,2,1,medewerkerNaam
IC207126,2,2,1,datumUitDienst
RY439268,2,2,1,medewerkerNaam
RQ483988,2,2,1,medewerkerNaam
RQ464881,2,2,1,datumUitDienst
RX101227,2,2,1,medewerkerNaam
RZ176490,2,2,1,datumUitDienst
IC261884,2,2,1,medewerkerCode
RW998650,2,2,1,datumUitDienst
RQ494984,2,2,1,datumUitDienst
RY1006892,2,2,1,datumUitDienst
IC204761,2,2,1,datumUitDienst
RV398160,2,2,1,datumUitDienst
RX391201,2,2,1,medewerkerCode
RQ745463,2,2,1,datumUitDienst
RV668772,2,2,1,datumUitDienst
RY463826,2,2,1,medewerkerNaam
RS635111,2,2,1,medewerkerNaam
RO214306,2,2,1,medewerkerNaam
RY1012242,2,2,1,medewerkerNaam
RZ174680,2,2,1,datumUitDienst
RY202869,2,2,1,datumUitDienst
RY374584,2,2,1,medewerkerNaam
IC284696,2,2,1,medewerkerCode
RX295357,2,2,1,datumUitDienst
RZ278674,2,2,1,datumUitDienst
IC204246,2,2,1,medewerkerCode
IC226961,2,2,1,medewerkerCode
RY660383,2,2,1,datumUitDienst
RZ358752,2,2,1,medewerkerNaam
IC291425,2,2,1,datumUitDienst
RW1006770,2,2,1,medewerkerNaam
IC294426,2,2,1,medewerkerCode
RQ524177,2,2,1,datumUitDienst
RZ109875,2,2,1,datumUitDienst
RX665976,2,1,1,medewerkerGeboortedatum
RY731616,2,2,1,datumUitDienst
RQ849004,2,2,1,datumUitDienst
UA000299,2,2,1,medewerkerNaam
RX263653,2,2,1,datumUitDienst
IC194882,2,2,1,datumUitDienst
RQ490190,2,2,1,medewerkerNaam
RY860887,2,2,1,medewerkerNaam
RX777939,2,2,1,datumUitDienst
RY940261,2,2,1,medewerkerNaam
IC253791,2,2,1,medewerkerCode
RX589666,2,2,1,medewerkerNaam
RP190893,2,2,1,medewerkerNaam
IC208282,2,2,1,medewerkerNaam
RQ494374,2,2,1,datumUitDienst
IC290747,2,2,1,datumUitDienst
IC213884,2,2,1,datumUitDienst
RQ531161,2,2,1,datumUitDienst
RQ423463,2,2,1,medewerkerNaam
RX591389,2,2,1,medewerkerCode
RO587485,2,2,1,medewerkerNaam
UA010605,2,2,1,medewerkerCode
RZ206884,2,2,1,medewerkerNaam
IC248526,2,2,1,datumUitDienst
RY653353,2,2,1,medewerkerCode
RX311937,2,2,1,datumUitDienst
IC217841,2,2,1,medewerkerNaam
RY1006884,2,2,1,datumUitDienst
IC138783,2,2,1,datumUitDienst
RX921529,2,2,1,datumUitDienst
RX381947,2,2,1,datumUitDienst
IC109727,2,2,1,medewerkerNaam
IC217950,2,2,1,datumUitDienst
RO864677,2,2,1,medewerkerNaam
RX942195,2,2,1,medewerkerNaam
RP616364,2,2,1,medewerkerNaam
RX274096,2,2,1,medewerkerNaam
RO991109,2,2,1,medewerkerNaam
RQ242817,2,2,1,datumUitDienst
RY409365,2,2,1,medewerkerNaam
RY1005636,2,2,1,datumUitDienst
RY992966,2,2,1,medewerkerNaam
RY628600,2,2,1,medewerkerNaam
RY747950,2,2,1,datumUitDienst
RP105148,2,2,1,datumUitDienst
RO928306,2,2,1,datumUitDienst
RS644461,2,2,1,medewerkerNaam
IC217693,2,2,1,medewerkerCode
IC132451,2,2,1,datumUitDienst
RT975841,2,2,1,medewerkerCode
RW879178,2,2,1,medewerkerNaam
RX701521,2,2,1,medewerkerCode
RX330071,2,2,1,datumUitDienst
UA008588,2,2,1,datumUitDienst
RP238184,2,2,1,medewerkerNaam
RO431740,2,2,1,medewerkerNaam
RQ517657,2,2,1,medewerkerNaam
RY900908,2,2,1,medewerkerCode
RZ336692,2,2,1,medewerkerNaam
RZ217458,2,2,1,medewerkerNaam
RS820670,2,2,1,datumUitDienst
UA010637,2,2,1,datumUitDienst
RV542364,2,2,1,medewerkerNaam
IC192633,2,2,1,medewerkerNaam
RU355277,2,2,1,datumUitDienst
IC235190,2,2,1,medewerkerCode
RQ490507,2,2,1,medewerkerNaam
RQ532076,2,2,1,medewerkerNaam
IC244174,2,2,1,datumUitDienst
RY909900,2,2,1,medewerkerNaam
RO398331,2,2,1,medewerkerNaam
RX921056,2,2,1,medewerkerNaam
RQ867674,2,2,1,medewerkerNaam
RZ105912,2,2,1,datumUitDienst
RY301396,2,2,1,datumUitDienst
UA009051,2,2,1,datumUitDienst
RX522235,2,1,1,datumUitDienst
IC217964,2,2,1,datumUitDienst
RO397495,2,2,1,medewerkerNaam
RS786410,2,2,1,medewerkerNaam
IC122327,2,2,1,medewerkerNaam
RQ778326,2,2,1,datumUitDienst
RS957863,2,2,1,datumUitDienst
IC129966,2,2,1,medewerkerNaam
RO812560,2,2,1,medewerkerNaam
RY285028,2,2,1,datumUitDienst
IC272907,2,2,1,medewerkerNaam
RW750198,2,2,1,datumUitDienst
RZ289500,2,2,1,medewerkerNaam
RO681110,2,2,1,medewerkerCode
RP822142,2,2,1,medewerkerNaam
RZ185154,2,2,1,datumUitDienst
IC209168,2,2,1,datumUitDienst
RX616531,2,2,1,medewerkerNaam
RY988596,2,2,1,medewerkerNaam
IC294039,2,2,1,medewerkerCode
RO513170,2,2,1,medewerkerNaam
RO329850,2,2,1,datumUitDienst
RY409515,2,2,1,medewerkerNaam
RY665568,2,2,1,datumUitDienst
RQ478592,2,2,1,medewerkerNaam
IC268991,2,2,1,medewerkerNaam
RO947767,2,2,1,medewerkerNaam
RT996660,2,2,1,datumUitDienst
IC283765,2,2,1,datumUitDienst
IC102381,2,2,1,datumUitDienst
IC106975,2,2,1,datumUitDienst
RY271147,2,2,1,medewerkerNaam
RY440315,2,2,1,medewerkerNaam
RV823962,2,2,1,datumUitDienst
RY990479,2,2,1,medewerkerNaam
RX702724,2,2,1,medewerkerNaam
RQ456941,2,2,1,medewerkerNaam
RT187626,2,2,1,medewerkerNaam
RP143561,2,2,1,medewerkerNaam
RV959314,2,2,1,medewerkerNaam
IC185388,2,2,1,medewerkerNaam
RS645051,2,2,1,datumUitDienst
RY951843,2,2,1,medewerkerNaam
RW111729,2,2,1,medewerkerNaam
RU365908,2,2,1,medewerkerNaam
RZ358807,2,1,1,datumUitDienst
RY963390,2,2,1,datumUitDienst
RQ519536,2,2,1,datumUitDienst
RY963808,2,2,1,datumUitDienst
RQ508823,2,2,1,medewerkerNaam
RY858751,2,2,1,medewerkerNaam
RZ132526,2,2,1,medewerkerCode
IC131264,2,2,1,datumUitDienst
RZ221248,2,2,1,medewerkerNaam
RT443134,2,2,1,datumUitDienst
RZ149462,2,2,1,datumUitDienst
RQ518849,2,2,1,datumUitDienst
RS975884,2,2,1,datumUitDienst
RO715986,2,2,1,datumUitDienst
RX830387,2,2,1,medewerkerNaam
RY868651,2,2,1,datumUitDienst
RX246469,2,2,1,medewerkerNaam
IC178074,2,2,1,medewerkerNaam
RW906894,2,2,1,datumUitDienst
RX356642,2,2,1,datumUitDienst
IC294700,2,2,1,medewerkerCode
RV951168,2,2,1,medewerkerNaam
RO944159,2,2,1,datumUitDienst
RO337613,2,2,1,datumUitDienst
RW930336,2,2,1,medewerkerNaam
RX932295,2,2,1,datumUitDienst
RZ267140,2,2,1,datumUitDienst
RX480311,2,2,1,datumUitDienst
RY682980,2,2,1,datumUitDienst
RX388967,2,2,1,medewerkerNaam
RQ498819,2,2,1,medewerkerNaam
RY831077,2,2,1,medewerkerNaam
RY284563,2,2,1,datumUitDienst
IC263592,2,2,1,datumUitDienst
RX563201,2,2,1,medewerkerNaam
RZ110237,2,2,1,medewerkerNaam
RO660609,2,2,1,medewerkerNaam
IC208311,2,2,1,medewerkerNaam
UA000980,2,2,1,medewerkerCode
IC282626,2,2,1,datumUitDienst
RU131945,2,2,1,medewerkerNaam
RY138104,2,2,1,datumUitDienst
RY1010431,2,2,1,medewerkerNaam
RU125405,2,2,1,medewerkerCode
RW789976,2,2,1,datumUitDienst
IC120775,2,2,1,datumUitDienst
RY704192,2,2,1,medewerkerNaam
IC140081,2,2,1,datumUitDienst
RX480101,2,2,1,medewerkerNaam
RZ112451,2,2,1,medewerkerNaam
RY868182,2,2,1,datumUitDienst
RZ345669,2,2,1,datumUitDienst
RX583969,2,2,1,datumUitDienst
RY861962,2,2,1,datumUitDienst
UA004973,2,2,1,datumUitDienst
RZ274454,2,2,1,datumUitDienst
IC207127,2,2,1,medewerkerCode
RY781292,2,2,1,medewerkerNaam
RW898563,2,2,1,medewerkerNaam
RV345601,2,2,1,medewerkerNaam
RQ457957,2,2,1,datumUitDienst
RQ513688,2,2,1,medewerkerNaam
RS821478,2,2,1,medewerkerNaam
UA004359,2,2,1,datumUitDienst
UA005517,2,2,1,datumUitDienst
IC224258,2,2,1,datumUitDienst
RX320342,2,2,1,medewerkerNaam
RQ240014,2,2,1,datumUitDienst
RY866300,2,2,1,datumUitDienst
RT995061,2,2,1,datumUitDienst
RX765199,2,2,1,datumUitDienst
RX927982,2,2,1,datumUitDienst
IC256748,2,2,1,medewerkerCode
RZ112452,2,2,1,datumUitDienst
RY944399,2,2,1,datumUitDienst
RV556234,2,2,1,medewerkerCode
RP910086,2,2,1,medewerkerNaam
RY955436,2,2,1,medewerkerNaam
RV736815,2,2,1,datumUitDienst
RZ278423,2,2,1,medewerkerNaam
IC286732,2,2,1,medewerkerCode
IC221481,2,2,1,medewerkerCode
RO708155,2,2,1,medewerkerNaam
IC228022,2,2,1,medewerkerNaam
IC282890,2,2,1,medewerkerNaam
RT831072,2,2,1,medewerkerNaam
RY302040,2,2,1,medewerkerCode
RV396186,2,2,1,medewerkerNaam
RY787231,2,2,1,medewerkerCode
RP153331,2,2,1,datumUitDienst
RY1006029,2,2,1,datumUitDienst
RZ287770,2,2,1,datumUitDienst
IC218046,2,2,1,datumUitDienst
RY935812,2,2,1,medewerkerNaam
RW198699,2,2,1,medewerkerNaam
RY704414,2,2,1,datumUitDienst
RY674261,2,2,1,datumUitDienst
RY115436,2,2,1,datumUitDienst
IC268892,2,2,1,datumUitDienst
IC266924,2,2,1,medewerkerNaam
UA011912,2,2,1,datumUitDienst
RW170555,2,2,1,medewerkerNaam
RW1012008,2,2,1,medewerkerNaam
RP755938,2,2,1,medewerkerNaam
RZ289239,2,2,1,datumUitDienst
RV835095,2,2,1,medewerkerNaam
RY673708,2,2,1,datumUitDienst
RZ218665,2,2,1,medewerkerCode
IC131441,2,2,1,medewerkerCode
RY533927,2,2,1,medewerkerNaam
UA000362,2,2,1,medewerkerNaam
RQ471216,2,2,1,medewerkerNaam
IC184383,2,2,1,medewerkerNaam
RZ173437,2,2,1,medewerkerNaam
IC296315,2,2,1,medewerkerNaam
RX730527,2,2,1,medewerkerNaam
RO134298,2,2,1,datumUitDienst
RT953396,2,2,1,medewerkerNaam
RY835545,2,2,1,medewerkerNaam
RY493491,2,2,1,datumUitDienst
RX594157,2,2,1,datumUitDienst
RY598138,2,1,1,medewerkerCode
UA003382,2,2,1,datumUitDienst
RY588661,2,2,1,datumUitDienst
RY137495,2,2,1,datumUitDienst
RY232951,2,2,1,medewerkerNaam
RY929679,2,2,1,datumUitDienst
RO1019423,2,2,1,datumUitDienst
RW760754,2,2,1,datumUitDienst
RY796039,2,2,1,datumUitDienst
RP105483,2,2,1,datumUitDienst
RX815299,2,2,1,medewerkerNaam
RX823593,2,2,1,medewerkerNaam
RZ179661,2,2,1,medewerkerNaam
RO213791,2,2,1,medewerkerNaam
RP482933,2,2,1,medewerkerNaam
IC253798,2,2,1,medewerkerCode
RZ331470,2,2,1,medewerkerNaam
RO654456,2,2,1,datumUitDienst
RY144351,2,2,1,medewerkerNaam
RU352863,2,2,1,medewerkerNaam
RQ470030,2,2,1,datumUitDienst
RY748348,2,2,1,medewerkerNaam
RY871642,2,2,1,datumUitDienst
RT496331,2,2,1,datumUitDienst
RV464747,2,2,1,medewerkerNaam
RZ285278,2,2,1,medewerkerCode
RW783176,2,2,1,datumUitDienst
RO956975,2,2,1,medewerkerNaam
IC240111,2,2,1,medewerkerNaam
IC137895,2,2,1,medewerkerNaam
RQ143992,2,2,1,medewerkerNaam
IC248453,2,2,1,medewerkerNaam
RY866576,2,2,1,datumUitDienst
UA009095,2,2,1,datumUitDienst
RY376088,2,2,1,medewerkerNaam
RX810136,2,2,1,datumUitDienst
RY238238,2,2,1,medewerkerCode
RT371326,2,1,1,medewerkerCode
RO710266,2,2,1,medewerkerNaam
IC256865,2,2,1,datumUitDienst
RX638084,2,2,1,datumUitDienst
RY143102,2,2,1,medewerkerNaam
RY505879,2,2,1,medewerkerNaam
RV765770,2,2,1,datumUitDienst
UA004663,2,2,1,datumUitDienst
IC106994,2,2,1,medewerkerNaam
RW887705,2,2,1,medewerkerNaam
IC204970,2,2,1,datumUitDienst
IC237771,2,2,1,medewerkerCode
RY584726,2,2,1,medewerkerCode
RY988516,2,2,1,medewerkerNaam
IC208329,2,2,1,medewerkerCode
RO896646,2,2,1,medewerkerNaam
RZ112755,2,2,1,medewerkerNaam
RO1029697,2,2,1,medewerkerNaam
RY786960,2,2,1,medewerkerCode
RZ138399,2,2,1,medewerkerNaam
RQ916509,2,2,1,datumUitDienst
RY573843,2,2,1,medewerkerNaam
RP821932,2,2,1,datumUitDienst
RV794002,2,2,1,medewerkerNaam
RY460546,2,2,1,medewerkerNaam
IC194828,2,2,1,medewerkerCode
RX540195,2,2,1,medewerkerNaam
RX884508,2,2,1,datumUitDienst
IC135510,2,2,1,datumUitDienst
RX606266,2,2,1,datumUitDienst
UA008029,2,2,1,datumUitDienst
RO485572,2,2,1,medewerkerNaam
RZ259608,2,2,1,medewerkerNaam
RX371323,2,2,1,datumUitDienst
IC196863,2,2,1,medewerkerCode
RX913345,2,2,1,medewerkerNaam
RY496350,2,2,1,datumUitDienst
RW542471,2,2,1,datumUitDienst
UA002538,2,2,1,medewerkerCode
RV730529,2,2,1,medewerkerNaam
RX941191,2,2,1,datumUitDienst
RT1002993,2,2,1,datumUitDienst
UA008976,2,2,1,medewerkerNaam
RY1006890,2,2,1,datumUitDienst
RQ121201,2,2,1,datumUitDienst
RQ411322,2,2,1,datumUitDienst
RY730057,2,2,1,medewerkerNaam
RY899327,2,2,1,medewerkerNaam
UA011690,2,2,1,datumUitDienst
IC297238,2,1,1,medewerkerNaam
RY509792,2,2,1,datumUitDienst
IC285447,2,2,1,medewerkerNaam
RV671814,2,2,1,medewerkerNaam
IC294767,2,2,1,datumUitDienst
RY684167,2,2,1,datumUitDienst
RY984786,2,2,1,datumUitDienst
RX565725,2,2,1,datumUitDienst
RY800302,2,2,1,medewerkerNaam
RZ137661,2,2,1,datumUitDienst
IC289609,2,2,1,medewerkerCode
RY942597,2,2,1,medewerkerNaam
RU465026,2,2,1,datumUitDienst
IC252558,2,2,1,datumUitDienst
RW777405,2,2,1,datumUitDienst
RY588089,2,2,1,medewerkerNaam
UA007278,2,2,2,medewerkerCode
RO798916,2,2,1,datumUitDienst
IC198477,2,2,1,datumUitDienst
RX409479,2,2,1,medewerkerNaam
RU689346,2,2,1,datumUitDienst
RX843786,2,2,1,medewerkerCode
RY861512,2,2,1,medewerkerNaam
IC289762,2,2,1,datumUitDienst
IC204075,2,2,1,datumUitDienst
RU111329,2,2,1,medewerkerCode
RX591092,2,2,1,medewerkerNaam
RU122170,2,2,1,datumUitDienst
RQ799263,2,2,1,datumUitDienst
IC254791,2,2,1,datumUitDienst
RV734818,2,2,1,medewerkerNaam
RW881428,2,2,1,medewerkerNaam
RY285578,2,2,1,datumUitDienst
RY673520,2,2,1,datumUitDienst
RW654590,2,2,1,medewerkerNaam
RO947092,2,2,1,medewerkerNaam
RX777822,2,2,1,datumUitDienst
IC181488,2,2,1,medewerkerCode
RY1004886,2,2,1,datumUitDienst
RP624857,2,2,1,afdelingKort
RY782362,2,2,1,datumUitDienst
RQ480137,2,2,1,medewerkerNaam
RY631792,2,2,1,afdeling
RZ336578,2,2,1,medewerkerNaam
RO715984,2,2,1,datumUitDienst
RS463959,2,2,1,medewerkerNaam
RV580411,2,2,1,medewerkerNaam
RP212658,2,2,1,datumUitDienst
RU493499,2,2,1,medewerkerNaam
RO310924,2,2,1,datumUitDienst
IC288986,2,2,1,datumUitDienst
RY236870,2,2,1,datumUitDienst
RX317495,2,2,1,medewerkerNaam
UA003620,2,2,1,datumUitDienst
RP918167,2,2,1,datumUitDienst
RX810338,2,2,1,medewerkerNaam
IC284996,2,2,1,medewerkerCode
UA007490,2,2,1,medewerkerCode
IC204093,2,2,1,datumUitDienst
RY369534,2,2,1,medewerkerNaam
IC284091,2,2,1,medewerkerNaam
RW792830,2,2,1,medewerkerNaam
RO142133,2,2,1,datumUitDienst
RW573868,2,2,1,datumUitDienst
IC294735,2,2,1,medewerkerNaam
RW858718,2,2,1,datumUitDienst
RX536690,2,2,1,datumUitDienst
